author	Count
Burman, Petrus	   1
Burman, Pieter (1668-1741)	   3
Burmeister, Heinrich Konstantin (1690-1747)	   1
Burnel, NA	   1
Burnet, Gilbert (1643-1715)	   4
Burns, Robert (1759-1796)	   2
Buronzo Del Signore, Carlo Luigi (1731-1806)	   1
Burr, Aaron (1756-1836)	   1
Burrow, James	   1
Burton, Guillaume	   1
Burton, Samuel (NA-1634)	   1
Bury, Richard Girard De (1730-1794)	   1
Busaeus, Joannes	   1
Busaeus, Johannes	   1
Busbecq, Ogier Ghislain De	   1
Busche, Hermann Von Dem (1468-1534)	   1
Büschel, Johann Gabriel Bernhard	   1
Buschenheuer, NA	   1
Buscher, Georg	   1
Büsching, A.f (1724-1793)	   1
Büsching, Anton Friedrich (1724-1793)	   2
Busching, Anton Friedrich (1724-1793)	   1
Büsch, Johann Georg (1728-1800)	   4
Busenbaum, Hermann (1600-1668)	   1
Büser, J.th (1789-1868)	   1
Bussierres, F	   1
Bussius, Fridericus Augustus	   1
Buss, Johann Wilhelm	   1
Bussler, Ernst Friedrich	   1
Bussy-rabutin, Roger De (1618-1693)	   3
Bustamante, Carlos María De (1774-1848)	   1
Bustamante De La Cámara, Juan	   1
Busteter, Hans	   1
Butel-dumont, Georges Marie (1725-1788)	   1
Butini, Jean Antoine (1723-1810)	   1
Butler, Samuel (1612-1680)	   2
Büttner, Christian Wilhelm	   1
Buttstett, Johann Heinrich (1666-1727)	   1
Buxbaum, Johann Christian (1693-1730)	   1
Buxhornius, Marcus Zuerius	   1
Buxtorf, Johann (1564-1629)	   1
Buxtorf, Johann Der Ältere	   1
Bynkershoek, Cornelius Van	   2
Byron, George Gordon (1788-1824)	   7
Bytemeister, Heinrich Johann (1698-1746)	   1
Cabassut, Jean (1604-1685)	   1
Cabeo, Niccolò (1585-1650)	   1
Cabrusa, Giuseppe	   1
Cacciaguerra, Bonsignore (1500-1572)	   2
Caccialupus, Johannes Baptista	   1
Caccianemici, Lucio	   1
Cadalso, José	   1
Cade, Jean François	   1
Caesar, Gaius Iulius	   2
Caesarius, Johannes (1468-1550)	   1
Caesarius, NA (1180-1240)	   2
Caesar, Julius	   1
Caesar, Pius Felix	   1
Cafaro, Girolamo	   1
Caffiaux, Philippe Joseph	   1
Cagnati, Marsilio (1543-1612)	   1
Cahusac, Louis De (1706-1759)	   1
Caietano, Tommaso (1469-1534)	   1
Caigniez, Louis-charles (1762-1842)	   1
Caillaud, John (NA-1810)	   1
Calamy, Edmund (1600-1666)	   1
Calamy, Edmund (1671-1732)	   1
Calcagnini, Celio	   1
Calcagnino, Agostino	   1
Caldani, Floriano	   1
Caldani, Leopoldo Marco Antonio (1725-1813)	   1
Calderari, Cesare (NA-1588)	   1
Calderón De La Barca, Pedro (1600-1681)	   2
Calderwood, David	   1
Caldwell, Henry Swan	   1
Calefati, Alessandro Maria	   1
Calepino, Ambrogio (1435-1511)	   2
Calepinus, Ambrosius	   1
Calert, Michael (1603-1655)	   1
Calixt, Friedrich Ulrich (1622-1701)	   1
Calixt, Georg (1586-1656)	   3
Calixtus, Fridericus Ulricus	   1
Calkoen, Petrus	   1
Callcott, John Wall (1766-1821)	   2
Callejo Y Angulo, Pierre Del	   1
Callerus, Theodorus	   1
Calles, Sigismund	   1
Calmé, Auguste	   1
Calmet, Augustin (1672-1757)	   4
Calonius, Matthias (1738-1817)	   1
Calonne, Charles-alexandre De (1734-1802)	   1
Calov, Abraham (1612-1686)	   3
Calsabigi, Ranieri Di	   1
Calvel, Etienne	   2
Calvel, Étienne	   1
Calvin, Jean (1509-1564)	   6
Calvinus, Joannes	   1
Calvisius, Seth (1556-1615)	   1
Calvisius, Sethus (1556-1615)	   2
Camacho, Sebastián	   1
Camacho Y Martinez, Antonio	   1
Camart, Aegidius	   1
Cambanis, Vitalis De	   1
Camden, William (1551-1623)	   1
Camerarius, Elias	   1
Camerarius, Elias Rudolf	   1
Camerarius, Joachim (1500-1574)	   3
Camerarius, Joachim D.ä	   1
Camerarius, Joachim Kammermeister	   1
Camerarius, Joachim Theologe	   1
Camerarius, Philipp (1537-1624)	   1
Camerarius, Philipp Kammermeister	   1
Camerarius, Rudolf Jakob (1665-1721)	   1
Cameron, NA (1781-1858)	   1
Camfaro, Giacomo	   1
Camillo, Giulio (1480-1544)	   1
Camillus Gesualdus, NA	   1
Cammaert, Joannes Franciscus (1710-1780)	   1
Cammaille-saint-aubin, Nicolas (1770-1832)	   1
Cammerer, J	   1
Campaccio, Gio. Luca	   1
Campagne, Victor De	   1
Campana, Andrea (1770-1855)	   1
Campana, Francesco (1492-1546)	   1
Campanella, Tommaso (1568-1639)	   1
Campan, Jeanne Louise Henriette Genest	   1
Camparan, Jules	   1
Campastri, Tommaso (1778-NA)	   1
Campbell, Colin (1675-1729)	   1
Campe, J.h	   1
Campe, Joachim Heinrich (1746-1818)	   9
Camper, Petrus (1722-1789)	   1
Camper, Petrus (1797-1852)	   1
Campetti, Placido	   1
Campion, Edmond (1540-1581)	   1
Campistron, Jean Galbert De (1656-1723)	   2
Campolini, Giacomo	   1
Campra, André (1660-1744)	   1
Camus, Jean Pierre (1582-1652)	   1
Camus, Jean-pierre (1584-1652)	   2
Camus, Pierre François	   1
Cancellieri, Francesco (1751-1826)	   1
Cancrin, Franz Ludwig Von (1738-1812)	   2
Candidus, Pantaleon (1540-1608)	   1
Candiota, Onorato	   1
Candolle, Augustin Pyramus De (1778-1841)	   1
Canel, C	   1
Canepari, Pietro Maria	   1
Canevesi, Tomasz (NA-1660)	   1
Canisius, Henricus	   1
Canisius., Petrus	   1
Cannegieter, Hermann (1723-1804)	   1
Canne, John (1667-NA)	   1
Canobbio, Alessandro (1533-1608)	   1
Canoniero, Pietro Andrea	   1
Cantarel, J. B	   1
Cantera, Diego De La	   1
Cantillon, Richard (1680-1734)	   1
Canu, J	   1
Canz, Israel Gottlieb	   1
Canzius, Theoph	   1
Capano, Andrea	   1
Caparrós, Juan Julián	   1
Capelli, Francesco Maria (1612-1688)	   1
Capello, Biagio Nicola	   1
Capilla, Andrés (1530-1610)	   1
Capitini, Carlo Giuseppe	   1
Capizzi, Ignazio	   1
Capmany Y De Montpalau, Antonio De (1742-1813)	   1
Capo Bianco, Alessandro	   1
Capone, Gaspare (1767-1849)	   1
Caporali, Cesare (1531-1601)	   2
Cappel, Ange	   1
Cappel, Jacques	   1
Cappellari, Michele	   1
Cappel, Louis	   1
Cappel, Ludwig Christoph Wilhelm (1772-1804)	   1
Cappelmann, Johann Matthias (1764-NA)	   1
Capuron, Joseph (1767-1850)	   1
Caputi, Andrea	   1
Caraccioli, Antonio	   1
Caraccioli, Louis-antoine (1719-1803)	   1
Caramuel Lobkowitz, Joannes	   1
Caramuel Lobkowitz, Juan (1606-1682)	   1
Carcano Leone, Giovanni Battista (1536-1606)	   1
Cardaberaz, Agustin	   1
Cardaneti, Orazio	   1
Cardano, Geronimo	   1
Cardano, Girolamo (1501-1576)	   1
Cardoso, José Francesco	   1
Carel, Auguste	   1
Carena, Giacinto	   1
Careno, Luigi (1766-1810)	   1
Carette, Antoine-ernest-hippolyte (1808-1890)	   1
Carey, George Saville (1743-1807)	   1
Carey, Henry (1687-1743)	   2
Carey, James	   1
Carey, Mathew (1760-1839)	   2
Carey, William (1761-1834)	   1
Carion, Johann (1499-1538)	   2
Carion, Johannes (1499-1537)	   1
Carion, Johannes (1499-1538)	   1
Carion, Johannes (1499-NA)	   1
Carl, Carl Schauspieler	   1
Carli, Gian Rinaldo	   1
Carlile, Christopher (1588-NA)	   1
Carl, NA	   1
Carlo Mariano, NA (17-NA)	   1
Carlo, NA	   1
Carmon, Jakob (1677-1743)	   1
Carmontelle, NA (1717-1806)	   1
Carnot, Joseph-françois-claude (1752-1808)	   1
Carnot, Lazare	   1
Caro, Annibal (1507-1566)	   2
Caroccio, Vincenzo	   1
Caro De Torres, Francisco (1620-NA)	   1
Carolides, Jiři (1569-1612)	   1
Caron, Claude	   1
Caron, Jean-charles-félix	   1
Caron, L.-aimé	   1
Carpani, Orazio (1496-1549)	   1
Carpzov, Benedict (1595-1666)	   3
Carpzov, Benedikt (1595-1666)	   1
Carpzov, Johann Benedict (1639-1699)	   1
Carpzov, Johann Benedikt (1639-1699)	   1
Carpzov, Johann Gottlob (1679-1767)	   1
Carpzov, Samuel Benedikt (1647-1707)	   1
Carrach, Johann Philipp Von	   1
Carrach, Johann Tobias (1702-1775)	   2
Carranza De Miranda, Bartolomé (1503-1576)	   1
Carrarino, Antonio (1622-NA)	   1
Carrega, Francesco	   1
Carré, Narcisse-épaminondas	   1
Carrera, Pietro (1571-1647)	   1
Carresio, Lodovico	   1
Carretto, Francesco Domenico	   1
Carrière, François (1666-NA)	   1
Carrillo, Martín (1561-1630)	   1
Carroli, Carlo	   1
Carstens, Friedrich (1718-1776)	   1
Carstens, Johann Gottfried	   1
Carter, Matt	   1
Cartheuser, Johann Friedrich (1704-1777)	   2
Cartier, Jacques (1491-1557)	   1
Cartigny, J. De (1520-1578)	   1
Carvalho, Andrea De	   1
Carvalho, João Jorge De	   1
Cary, John (1720-1835)	   1
Cary, John (1754-1835)	   2
Cary, Lucius	   1
Casalicchio, Carlo	   1
Casali, Giuseppe	   1
Casari, Filippo	   1
Casas, Bartolomé De Las (1474-1566)	   2
Casas, Bartolomé De Las (1484-1566)	   1
Casati, Giuseppe (18-NA)	   1
Casaubon, Isaac (1559-1614)	   2
Casaux, Charles De	   1
Cascales, Francisco	   1
Case, John (NA-1600)	   1
Case, John Philosoph	   1
Caselius, Johannes (1533-1613)	   1
Casmann, Otto	   1
Casnedi, Carlo Antonio	   1
Cassel, Johann Philipp (1707-1783)	   2
Cassini, Jean-dominique (1625-1712)	   1
Cassini, NA (1677-1756)	   1
Cassivuch, Giuseppe	   1
Cassola, Gaspare Luigi	   1
Cassola, Luigi	   1
Castelblanco, Simón De	   1
Castellesi, Adriano	   1
Castelli, Carlo	   1
Castelli, Ignaz Franz (1781-1862)	   1
Castel, Louis (1770-1852)	   1
Castelnau, Michel De (1520-1592)	   1
Castelvetro, Lodovico (1505-1571)	   2
Castera D'artigues, Jean	   1
Castéra, Jean Henri (1749-1838)	   1
Castet, NA	   1
Casti, Giovanni Battista	   1
Castiglione, Baldassarre	   1
Castiglione, Giuseppe (1616-NA)	   1
Castiglione, Jacomo	   1
Castillo Mantilla Y Cossío, Gabriel De	   1
Castries, NA	   1
Cataneo, Girolamo	   1
Cataneo, Giuseppe	   1
Catelan, Laurent	   1
Caterina, NA	   1
Cathala-coture, Antoine De	   1
Catherine De Gênes, NA	   1
Catherine, NA (1347-1380)	   1
Catherine, NA (1729-1796)	   1
Catholicus, Justus	   1
Catley, Ann (1745-1789)	   1
Cato, Marcus Porcius	   1
Catrou, François (1659-1737)	   2
Cats, Jacob	   3
Cattaneo, Giovanni Battista	   1
Cattani Da Diacceto, Francesco (1531-1595)	   1
Cattani Dalle Preci, Niccolò Antonio	   1
Catulle, NA	   2
Catullo, Tommaso Antonio	   1
Catullus, Gaius Valerius	   1
Cauchy, Louis-françois	   1
Caulet, François-étienne De (1610-1680)	   1
Caulet, Jean De (1693-1771)	   1
Caumartin, Jacques-étienne (1769-1825)	   1
Caumont De La Force, Charlotte-rose De	   1
Caussin, Nicolas (1583-1653)	   1
Cautus, Johannes	   1
Cavalca, Domenico (1270-1342)	   1
Cavalcani, Ortensio	   1
Cavallerino, Antonio	   1
Cavallieri, Giovanni Battista	   1
Cavallo, Tiberio (1749-1809)	   1
Cavallo, Tiberius	   1
Cavazzi Della Somaglia, Carlo Girolamo	   1
Cavriana, Filippo	   1
Caylus, Anne Claude Philippe De (1692-1765)	   2
Caylus, Anne Claude Philippe De Pestels De Lévis De Tubières-grimoard	   1
Caylus, Charles-daniel-gabriel De Thubières De (1669-1754)	   1
Caylus, Charles Daniel Gabriel De Thubières De (1669-1754)	   1
Cayro, Pasquale (1733-1817)	   2
Cazalis, M. De	   1
Cazaux, L.-f.-g. De	   1
Caze, Jean-françois	   1
Cebes, NA	   1
Cecchini, Pier Maria (1563-1645)	   1
Cecconi, Leonardo	   1
Cecere, Pasquale	   1
Cellarius, Christoph (1638-1707)	   4
Cellarius, Christophorus	   1
Cellérier, Jacob Elisée (1785-1862)	   1
Celse, NA (29-37)	   1
Celsi, Iacopo	   1
Celsius, Olof	   1
Cenami, Alessandro	   1
Cenni, Gaetano (1698-1762)	   1
Centlivre, Susannah (1667-1723)	   1
Cerda, José De La (1644-NA)	   1
Ceri, Giovacchino Domenico	   1
Cerisiers, René De (1609-1662)	   1
Cernitius, Johannes	   1
Cernitori, Giuseppe	   1
Cerretti, Luigi (1738-1808)	   1
Cerrio, Giulio	   1
Certani, Giacomo	   1
Cérutti, Joseph Antoine Joachim (1738-1792)	   1
Cervantes Saavedra, Miguel De (1547-1616)	   6
Cesalpino, Andrea (1524-1603)	   1
Cesano, Giuseppe Felice	   1
César, Jules	   1
Cesarotti, Melchiorre	   1
Ceva, Tommaso	   1
Chabert, Philibert (1737-1814)	   1
Chabrol De Crousol, André-jean-christophe	   1
Chaericus, Jakob (1543-1596)	   1
Chagas, Manoel Das	   1
Challes, Robert (1659-1721)	   1
Challoner, Richard (1691-1781)	   1
Chalmers, Alexander (1759-1834)	   1
Chalmers, Thomas (1780-1847)	   1
Chalmot, Jacques Alexandre De	   1
Chaloner, Thomas (1561-1615)	   1
Chamberlayne, Peregrine C	   1
Chambers, William	   1
Chambrun, Charles-a.-emmanuel De Pineton De	   1
Chamfort, Sebastien Roch Nicolas	   1
Chamfort, Sébastien-roch-nicolas (1740-1794)	   1
Champion, Richard (1743-1791)	   1
Champney, Anthony	   1
Champollion-figeac, , NA	   1
Champollion, Jean-françois (1790-1832)	   1
Chandezon, Léopold	   1
Chandler, Samuel (1693-1766)	   1
Chantreau, Pierre Nicolas (1741-1808)	   1
Chapman, George (1559-1634)	   2
Chapoton, François	   2
Chappuis, Jean	   1
Chappuisot, Claude (1635-NA)	   1
Chappuys, Claude (1500-1575)	   1
Chappuys, Gabriel (1546-1613)	   1
Chappuzeau, Nicolas	   1
Chappuzeau, Samuel (1625-1701)	   2
Chapuis Du Mollard, Joseph-jean	   1
Chardon De Courcelles, Étienne (1705-1775)	   2
Charles, NA (1763-1844)	   2
Charles-quint, NA	   1
Charleton, Walter	   1
Charlevoix, Pierre-françois-xavier De (1682-1761)	   1
Charlier, J.-p	   1
Charmet, NA	   1
Charopus, Andreas	   1
Charpentier De Cossigny, Joseph-françois (1735-1809)	   1
Charpentier, François (1620-1702)	   2
Charron, Pierre (1541-1603)	   2
Charteris, Francis (1723-1808)	   1
Chas, Jean (1750-1830)	   1
Chasot De Nantigny, Louis	   1
Chasseneuz, Barthélemy De (1480-1541)	   1
Chateaubriand, François-rené De (1768-1848)	   6
Chateaubriand, François René De (1768-1848)	   1
Châteillon, Sébastien (1515-1563)	   2
Chatelain, René-théophile	   1
Chattard, Giovanni Pietro	   1
Chaucer, Geoffrey (1343-1400)	   1
Chaucer, Geoffrey (1400-1400)	   1
Chaudon, Louis-mayeul (1737-1817)	   1
Chaudon, Louis Mayeul (1737-1817)	   1
Chaumeix, Abraham Joseph De (1730-1790)	   1
Chauncey, Isaac (1670-1745)	   1
Checkley, John (1680-1754)	   1
Chefneux, Mathias (1598-1670)	   1
Chelucci, Paolino (1681-1754)	   1
Cheminais De Montaigu, Timoléon (1652-1689)	   1
Chemnitius, Christianus	   1
Chemnitz, Christian	   1
Chemnitzius, Martinus	   1
Chemnitz, Martin (1522-1586)	   3
Chemnitz, Martin D.ä	   1
Chénier, Marie-joseph De (1764-1811)	   3
Chennevières, François De	   1
Chesneau, Nicolas	   1
Chesterfield, Philip Dormer Stanhope (1694-1773)	   1
Chetwynd, William	   1
Chevalier, Louis (1663-1744)	   1
Chevallier, Alphonse	   1
Chevassu, Joseph	   2
Chevigny, ... De	   1
Chevillard, Jacques	   2
Chevillier, André (1636-1700)	   1
Chevreau, Urbain (1613-1701)	   2
Chevrières, Jean-guillaume De	   1
Chevrier, François Antoine (1721-1762)	   3
Chiarello, Benedetto	   1
Chiari, Francesco	   1
Chigi, Flavio (1631-1693)	   1
Chiocco, Andrea	   1
Chippendale, Thomas (1718-1779)	   1
Chirinos De Salazar, Fernando (1576-1646)	   1
Chisholm, Colin (1755-1825)	   1
Chiswell, Richard (1639-1711)	   1
Chladenius, Johann Martin (1710-1759)	   1
Chladni, Ernst Martin (1715-1782)	   1
Choisy, D	   1
Chokier, Erasme De (1569-1625)	   1
Cholet, Bon De	   1
Chomel, P.-j.-b	   1
Chompré, Etienne-maurice	   1
Choppin, Ren\̂\'+ (1537-1606)	   1
Choppin, René	   1
Chorier, Nicolas (1612-1692)	   1
Christel, Bartholomäus	   1
Christian Ludwig, NA (1683-1756)	   1
Christianus Ad Portum, NA	   1
Christ, Johann Ludwig (1739-1813)	   1
Christmann, Wolfgang	   1
Chudecius, Jiří	   1
Chuno, Heinrich David (1604-1665)	   1
Churchill, Charles	   1
Chvostov, Dmitrij I (1757-1835)	   1
Chytraeus, David	   1
Chytraeus, David D.ä	   2
Chyträus, David (1531-1600)	   1
Ciampini, Giovanni Giustino (1633-1698)	   1
Cibber, Colley (1671-1757)	   3
Cibo Ghisi, Innocenzio	   2
Cicala, Francesco Bernadino (1877-NA)	   1
Cicatelli, Sanzio	   1
Cicero, Marcus Tullius	  41
Cicerón, Marco Tulio	   1
Cicéron, Marcus Tullius Cicero	   3
Cicéron, NA	   5
Cichorius, Johannes Georg	   1
Cicognini, Giacinto Andrea	   3
Cieza De León, Pedro De (1518-1554)	   2
Cimarosa, Domenico (1749-1801)	   2
Cirni, Anton Francesco	   1
Ciron, Innocent De	   1
Ciseri, Alessandro	   1
Cito, Giuseppe	   1
Ciurletti, Bartolomeo Ippolito	   1
Cizos-duplessis, François	   1
Clajus, Johannes (1535-1592)	   1
Clapiés, Ludovicus Henricus Jacobus De	   1
Claproth, Justus (1728-1805)	   1
Clare, M (1751-NA)	   1
Clarendon, Edward Hyde (1609-1674)	   2
Clarisse, Theodorus Adrianus (1795-1828)	   1
Clark, Bracy (1771-1860)	   1
Clarke, Charles	   1
Clarke, James	   1
Clarke, Samuel	   1
Clarke, William	   1
Clark, Richard	   1
Clarus, Felicianus	   1
Clarus, Iulius	   1
Clasen, Daniel	   1
Claude, Jean (1619-1687)	   1
Claude La Colombière, NA (1641-1682)	   1
Claude, Peter	   1
Clauder, Joseph	   1
Claudianus, Claudius	   1
Claudien, NA (370-404)	   1
Claudius, Georg Carl (1757-1815)	   1
Claudius, Matthias (1740-1815)	   1
Claudius, Otto (1795-1877)	   1
Clauren, Heinrich (1771-1854)	   1
Clauss, Matthias	   1
Clauswitz, Benedikt Gottlieb (1692-1749)	   1
Clauswitz, Daniel Gottlieb (1728-1803)	   1
Clavière, Étienne (1735-1793)	   1
Cleemann, Sigismund	   1
Clemens Alexandrinus Titus Flavius, NA	   1
Clemens, Benjamin Gottlieb	   1
Clemens, NA	   2
Clemente, NA	   1
Clément, François (1713-1793)	   1
Clement, NA (1590-1676)	   2
Clément, NA (1705-1774)	   1
Clement, Simon	   1
Clemm, NA	   1
Clénard, Nicolas (1493-1542)	   2
Clenardus, Nicolaus (1493-1542)	   1
Clérambault, Louis Nicolas (1676-1749)	   1
Clerke, Sarah	   1
Clermont-tonnerre, François De (1629-1701)	   1
Cleynaerts, Nicolaes	   1
Clicthove, Josse (1472-1543)	   2
Clodius, David	   1
Closius, Samuel (1678-NA)	   1
Closse, George	   1
Cloyseault, Edme (1645-1728)	   1
Clumes, De	   1
Clúny, Alexander	   1
Clüver, Philipp (1580-1622)	   2
Cobaleda, Joseph De	   1
Cobbett, William (1763-1835)	   4
Cocarella, Benedetto (1470-1540)	   1
Cocastello Montiglio, Luigi	   1
Cocceji, Heinrich Von (1644-1719)	   9
Cocceji, Samuel Von (1679-1755)	   1
Coccejus, Johannes (1603-1669)	   1
Coccia, Carlo	   1
Coccinius, Michael	   2
Cochin, Jean-denis (1726-1783)	   1
Cochlaeus, Johannes (1479-1552)	   3
Cockburn, John (1652-1729)	   1
Cocke, Charles George	   1
Cocker, Edward (1631-1675)	   1
Cock, William	   1
Codurc, Philippe	   1
Coeffeteau, Nicolas (1574-1623)	   1
Coelde, Dietrich	   1
Coeler, Otto Christoph	   1
Coelson, Lancelot (1627-1687)	   1
Coeman, Sibertus	   1
Coffin-rony, André-jacques	   1
Cogan, T	   1
Cogelius, Fridericus	   1
Cohen, Shalom Ben Jacob (1772-1845)	   1
Cointeraux, François (1740-1830)	   1
Coiter, Volcher	   1
Coke, Edward	   1
Colbatch, John (1670-1729)	   1
Colbert De Croissy, Charles-joachim (1667-1738)	   3
Colebrooke, H. T (1765-1837)	   1
Cole, John P	   1
Coleridge, Samuel Taylor (1772-1834)	   1
Coler, Johann	   1
Colerus, Jacob (1537-1612)	   1
Colerus, Johannes Nicolaus	   1
Coleti, Giacomo (1734-1827)	   1
Colet, John	   1
Colin, F	   1
Colin, Jean	   1
Colins, Pierre	   1
Collazio, Pietro Apollonio (15-NA)	   1
Collé, Charles (1709-1783)	   3
Collé, João	   1
Collenuccio, Pandolfo (1444-1504)	   1
Collet, Pierre (1693-1770)	   1
Colleville, Anne-hyacinthe De (1761-1824)	   1
Collier, Jeremy (1650-1726)	   2
Colli, Hippolyt Von	   2
Collin, D	   1
Collin D'harleville, Jean F (1755-1806)	   1
Collins, William (1721-1759)	   1
Collot D'herbois, Jean-marie (1749-1796)	   1
Colman, George (1732-1794)	   1
Colon, François (1764-1812)	   1
Colonia, Dominique De (1660-1741)	   1
Colonna, Ascanio (1559-1608)	   1
Colon, Pierre Firmin	   1
Colucci, Giuseppe	   1
Columbus, Johannes (1640-1684)	   1
Coma, Pedro Mártir	   1
Comber, Thomas (1645-1699)	   1
Combe, Taylor (1774-1826)	   1
Comenius, Johann Amos (1592-1670)	   5
Comitin, César-jean-baptiste	   1
Commelin, Jan	   1
Commire, Jean (1625-1702)	   2
Compagni, Dino	   1
Compagnoni, Pompeo (1715-NA)	   2
Complainville, Joanne	   1
Comte, Auguste (1798-1857)	   3
Conart, Jean	   1
Concanen, Thomas	   1
Concina, Daniele	   3
Concius, Andreas (1628-1682)	   1
Condé, De	   1
Condé, Louis I. De	   1
Condillac, Étienne Bonnot De (1714-1780)	   1
Condillac, Etienne Bonnot De (1714-1780)	   2
Congreve, William (1670-1729)	   2
Conorus, Bonaventura	   1
Conrad, Balthasar (1599-1660)	   1
Conradi, Elias	   1
Conradi, Georg Christoph (1767-1798)	   1
Conradi, Johann Wilhelm Heinrich (1780-1861)	   2
Conring, Hermann (1606-1681)	   4
Conring, Hermann Gelehrter	   1
Conringius, Hermannus	   1
Consentius, NA	   1
Constant, Benjamin	   1
Constantin, Joseph (1710-1717)	   1
Constantinus, NA	   1
Contelori, Felice (1589-1652)	   1
Conventi, Stefano (16-NA)	   1
Cooke, Edward	   1
Cooke, George Alexander	   1
Cook, James (1728-1779)	   1
Cook, John (1705-1777)	   1
Cooper, Astley (1768-1841)	   1
Cooper, Mary (1786-1812)	   1
Coornhert, Dirck Volkertz (1522-1590)	   1
Coornhert, Dirk Volkertszoon (1522-1590)	   1
Copeland, Thomas (1781-1855)	   1
Copes Van Hasselt, Joannes Conradus	   1
Cope, W. P. R	   1
Copius, Balthasar (1530-1600)	   1
Coppa, Scipione	   1
Coppi, Antonio	   1
Coppier, Guillaume	   1
Coquillart, Guillaume	   1
Coquille D'alleux, Le P	   1
Coras, Jean De (1515-1572)	   1
Corbet, John	   1
Corbett, Thomas (1705-1743)	   1
Cordatus, NA	   1
Cordier, Jean	   1
Cordier, Mathurin (1479-1564)	   2
Cordoba, Antonio De	   1
Cordus, Euricius (1486-1535)	   1
Corelli, Arcangelo (1653-1713)	   1
Cormontaigne, Louis De (1695-1752)	   1
Cornazzani, Bernabo	   1
Cornazzano, Antonio	   2
Corneille, Pierre (1606-1684)	   6
Corneille, Thomas (1625-1709)	   5
Cornejo, Damián	   1
Corneliani, Giuseppe	   1
Cornelius, NA	   3
Cornelius Nepos, NA (100-NA)	   1
Corneo, Pierfilippo	   1
Cornova, Ignác (1740-1822)	   1
Coronelli, Vincenzo (1650-1718)	   2
Coronelli, Vincenzo Maria	   1
Corradini, Pietro Marcellino (1658-1743)	   1
Correa, Bernardino	   1
Correns, Theodor	   1
Corrozet, Gilles (1510-1568)	   1
Corsi Di Viano, Giulio	   1
Corsi, Raimondo Maria	   1
Corte, Luigi (1595-NA)	   1
Corte-real, Jérónimo (1540-1588)	   1
Corthum, Otto Friedrich	   1
Cortivo De' Santi, Antonio Maria (1586-1650)	   1
Corvinus, Gottlieb Siegmund (1677-1746)	   1
Corvinus, Laurentius (1465-1527)	   2
Corvinus Van Beldern, Arnold (1680-NA)	   1
Corvinus, Wolfgangus	   1
Coryli, Samuel	   1
Coschwitz, Georg Daniel (1679-1729)	   2
Cosentino, Gabriele	   1
Costa, Andreas	   1
Costa, José Daniel Rodrigues Da (1757-1832)	   1
Coste D'arnobat, Charles-pierre (1732-1808)	   1
Coste, Léon (1805-1839)	   1
Cotelier, Jean-baptiste (1629-1686)	   1
Cotin, Charles (1604-1682)	   1
Coton, Pierre (1564-1626)	   1
Cotta, Johann Friedrich	   1
Cotte, Louis (1740-1815)	   1
Cottin, NA (1773-1807)	   1
Cotton, Nathaniel (1705-1788)	   1
Cottunius, Johannes	   1
Coudrette, Christophe (1701-1774)	   1
Couet Duvivier, Abraham	   1
Couhé, G.m	   1
Coulomb, Charles Augustin De (1736-1806)	   1
Country-curate, NA	   1
Coupé De Saint-donat, Alexandre Auguste Magloire (1775-1845)	   1
Coupé, Jacques Michel (1737-1809)	   1
Coural, Joseph	   1
Courcelles, Étienne De (1586-1659)	   1
Courcelles, F. De	   1
Courteville, Raphael (1687-1735)	   1
Courtilz De Sandras, Gatien De (1644-1712)	   5
Courtin, Nicolas (1666-1687)	   1
Court, Pieter De La (1618-1685)	   1
Cousin, Gilbert (1506-1567)	   1
Couto, Diogo Do (1542-1616)	   2
Covarrubias Y Orozco, Sebastián De (1539-1613)	   1
Covens, Agatha Amelia	   1
Coward, William	   1
Cowell, John (1554-1611)	   1
Cowley, Abraham	   1
Cowper, William (1731-1800)	   1
Coxe, William	   1
Coyer, Gabriel-françois (1707-1782)	   1
Coyer, Gabriel François (1707-1782)	   2
Cracovius, Jan	   1
Cradock, Zachary	   1
Craig, John	   1
Cramer, A (1785-1833)	   1
Cramer, Carl Gottlob (1758-1817)	   1
Cramer, Caspar	   1
Cramer, Daniel (1568-1637)	   1
Cramer, Johann	   1
Cramer, Johann Andreas (1723-1788)	   1
Cramer, Johann Christoph	   1
Cramer, Johann D	   1
Cranach, Christian Lucas Von	   1
Crantz, Heinrich Johann Nepomuk (1722-1799)	   1
Crantz, Heinrich Johann Nepomuk Von	   1
Cranz, August Friedrich (1737-1801)	   1
Cranz, David (1723-1777)	   1
Craon, Claude De	   1
Crashaw, William (1572-1626)	   1
Cras, Hendrik Constantijn (1739-1820)	   1
Crasset, Jean (1618-1692)	   4
Crassous, Aaron Jean François (1746-1801)	   1
Crato, Johannes (1519-1585)	   1
Crato Von Crafftheim, J (1519-1585)	   1
Crause, Rudolf Wilhelm (1642-1718)	   2
Craven, Elisabeth-berkeley	   1
Cravetta, Aimone	   1
Cravosio, Giuseppe Prospero	   1
Crawfurd, John (1783-1868)	   1
Crayen, Auguste Guillaume	   1
Crébassol, Auguste	   1
Crébillon, C. P. J. De	   1
Crébillon, Prosper Jolyot De (1674-1762)	   2
Crell, Christoph Ludwig (1703-1758)	   2
Crell, Fortunatus	   1
Crell, Jan (1590-1636)	   1
Créqui De Bourbon-montmorency, Charles	   1
Crescenzi, Pietro De' (1233-1320)	   1
