author	Count
Beaumont, Francis (1584-1616)	   1
Beaumont, NA	   1
Beaune, Renaud De	   1
Beaupoil, Henri	   1
Beaurain, Jean De (1696-1771)	   1
Beaurains, Pierre De	   1
Beauvais, Gilles De	   1
Beauvais, Guillaume (1698-1773)	   1
Beauvau, Henri De (1684-NA)	   1
Beauxamis, Thomas (1524-1589)	   2
Bebel, Baltasar	   1
Bebel, Balthasar	   1
Bebel., Heinrich	   1
Bebel, Heinrich (1472-1518)	   1
Becanus, Martin (1561-1624)	   1
Becanus, Martinus (1563-1624)	   2
Beccaria, Cesare (1738-1794)	   1
Beccaria, Giambatista	   1
Becchetti, Filippo Angelico (1742-1814)	   1
Becherer, Johann (1617-NA)	   1
Becher, Johann Joachim	   1
Béchet, Jean Baptiste	   1
Bechmann, Friedemann	   1
Bechmann, Johann Volkmar (1624-1689)	   2
Bechmann, Nic. Kierkemoe	   1
Bechstein, Johann Matthäus (1757-1822)	   1
Beck, Christian Daniel (1757-1832)	   3
Becker, Gottfried Wilhelm (1778-1854)	   1
Becker, Johann	   1
Becker, Johannes Hermannus	   1
Becker, Johann Nikolaus (1773-1809)	   1
Becker, Zacharias (1678-1749)	   1
Becket, John Brice	   1
Beckhaus, Karl Friedrich	   1
Beckington, Thomas	   1
Beck, Jacob Sigismund	   1
Beck, Johann Jodocus (1684-1744)	   1
Beck, Matthias Friedrich (1649-1701)	   1
Beck, Michael (1653-1712)	   2
Becmann, Christian (1580-1648)	   1
Becmann, Johann Christoph (1641-1717)	   2
Becmanus, Christianus	   1
Bédard De Cottier, C.-a	   1
Beddoes, Thomas (1760-1808)	   1
Beeke, H. Von Der (NA-1520)	   1
Beethoven, Ludwig Van (1770-1827)	   5
Beger, Lorenz (1653-1705)	   2
Behamb, Johann Ferdinand (1700-NA)	   1
Behn, Aphra (1640-1689)	   1
Behn, Carl Conrad (1744-1812)	   1
Behr, Christoph (1643-1704)	   1
Behrends, Peter Wilhelm (1773-1854)	   1
Behrens, Carl Ernst	   1
Behr, Georg Heinrich (1708-1761)	   1
Beier, Adrian	   2
Beinl Von Bienenbourg, Anton	   1
Beja Perestrello, Luiz De	   1
Bellaire, J.-p	   1
Bell, Andrew	   1
Bellardi, Ludovico	   1
Bellarmino, Roberto (1542-1621)	   5
Bellarmin, Robert (1542-1621)	   1
Belleforest, François De (1530-1583)	   1
Bellersheim, Philipp Friedrich Eckhardt Von (1692-NA)	   1
Bellet, Isaac	   1
Bellet-verrier, Hubert	   1
Belley, Augustin (1697-1771)	   1
Bellinger, Francis (1721-NA)	   1
Bellis, Dominicus Antonius De	   1
Bellizarius,, NA	   1
Bell, John	   1
Belloc, Barthélémy Lami	   1
Belloi, Pietro Ercole De	   1
Belloni, Niccolò (1552-NA)	   1
Belmonte Bermudez, Luis De	   1
Belsunce, Henri-françois-xavier De (1670-1755)	   1
Bembo, Pietro (1470-1547)	   2
Bemetzrieder, NA	   1
Benamati, Guido Ubaldo (1653-NA)	   1
Bence, Jean (1568-1642)	   1
Bendavid, Lazarus	   1
Bender, Johann Ludwig	   1
Beneckendorf, K. F. Von	   1
Benedict, David (1779-1874)	   1
Benedictus, NA	   3
Benedykt Z Nursji, NA	   1
Beneken, Friedrich Burchard	   1
Benit, Ant.-fr	   1
Benjamin Anav, NA	   1
Benkowitz, Karl Friedrich (1764-1807)	   2
Benner, Johann Hermann	   1
Bennet, Christopher (1617-1655)	   1
Bennet, Thomas (1673-1728)	   1
Bennett, John	   1
Bennigsen, Rudolph Christian Von	   1
Bennion, John	   1
Benoist, René (1521-1608)	   1
Benoît De Toul, NA	   1
Benoît, Guillaume (1499-1514)	   1
Benoît, NA	   1
Benson, George (1699-1762)	   1
Bentham, Jeremy (1748-1832)	   2
Bentheim, Friedrich I. Von	   1
Bentley, Richard (1662-1742)	   1
Bentzel-sternau, Christian Ernst Von (1767-1849)	   2
Benvenga, Michele	   1
Benzelius, Ericus	   1
Benzoni, Girolamo (1519-1570)	   1
Bérardier De Bataut, François Joseph	   1
Béraud, Antony	   1
Bérault-bercastel, Antoine-henri De (1722-1794)	   1
Berault, Jean	   1
Bérault, Josias	   1
Berch, Anders	   1
Berchorius, Petrus (1290-1362)	   1
Berckmann, Gottfried	   1
Berdote-dorsay, NA	   1
Berengario Da Carpi, Jacopo (1460-1530)	   1
Bérenger, Alphonse (1785-1866)	   1
Bérenger, Jean-pierre (1740-1807)	   1
Berentsen Bergen, Arent	   1
Berga, Antonio	   1
Bergancino, Lorenzo	   1
Berg, Anders (1791-1860)	   1
Bergen, Carl August Von	   1
Bergen, C. A. Von (1704-1759)	   1
Berger, August	   1
Berger, Johann August (1702-1770)	   1
Berger, Johann Gottfried Von (1659-1736)	   3
Berger, Johann Heinrich Von (1657-1732)	   3
Berger, Johann Just Von (1723-1791)	   1
Berger, Johann Samuel Von	   1
Berger, Johann Wilhelm Von (1672-1751)	   2
Bergier, Nicolas Sylvestre	   1
Bergius, Johannes (1587-1658)	   1
Bergmann, Christian P	   1
Bergmann, G. Von (1749-1814)	   1
Bergmann, Liborius (1754-1823)	   1
Bergman, Torbern (1735-1784)	   1
Bergoeing, François	   1
Berington, Joseph	   1
Bering, Vit	   1
Berkhout, Arent Jan (1777-1858)	   1
Berlenbach, Johann Georg	   1
Berlepsch, Friedrich Ludwig Von	   2
Berlichingen, Götz Von	   1
Berlich, Matthias (1586-1638)	   1
Berlicom, Andreas Van	   1
Berlinghieri, Francesco (1440-1501)	   1
Bernabei, Antonio Nicola (1708-NA)	   1
Bernabei, Vicenzo	   1
Bernardin De Saint-pierre, Henri (1737-1814)	   1
Bernardinus De Rechaneto, Commissary	   1
Bernardo, Giovanni Battista	   1
Bernardo, NA	   1
Bernard, Pierre Joseph	   1
Bernard, Richard	   1
Bernard, Robert Henri	   1
Bernardus, NA	   1
Bernard-valville, François	   1
Bernard Z Clairvaux, NA (1090-1153)	   1
Bernegger, Matthias (1582-1640)	   2
Bernek, Josephus	   2
Bernhold, Johann Balthasar	   2
Bernier, Jean (1622-1698)	   1
Bernini, Domenico (1657-1723)	   1
Bernis, François Joachim De Pierre De	   1
Bernis, François-joachim De Pierre De (1715-1794)	   3
Bernoulli, Jean	   1
Bernoulli, Johann (1744-1807)	   1
Béroalde De Verville, François (1556-1626)	   1
Beroaldo Philosoph, Filippo	   2
Berquin, Arnaud (1747-1791)	   1
Berruyer, Isaac-joseph	   1
Berryer, Pierre Antoine	   1
Bersuire, Pierre (1290-1362)	   1
Bertaut, François	   1
Berthaud, Claude-louis	   1
Berthelot, Joseph	   1
Bertheramb, Lambert	   1
Berthier, Louis-alexandre (1753-1815)	   1
Berthollet, Claude-louis (1748-1822)	   2
Berthollet, Claude-louis (1749-1822)	   1
Bertholon, Pierre (1741-1800)	   1
Berthot, Claude	   1
Berti, Giovanni Lorenzo (1696-1766)	   2
Bertini, B	   1
Bertling, Ernst August (1721-1769)	   2
Bertola De' Giorgi, Aurelio (1753-1798)	   2
Bertoldi, Francesco Leopoldo (1737-1824)	   1
Bertolotti, Davide (1784-1860)	   1
Bertotti Scamozzi, Ottavio (1719-1790)	   1
Bertram, Bonaventure-corneille	   1
Bertram, Johann Friedrich	   1
Bertrand, Pierre	   1
Bertuch, Friedrich Justin (1747-1822)	   1
Bérulle, Pierre De (1575-1629)	   1
Berutti, Giuseppe Filippo	   1
Berzetti Di Buronzo, Francesco	   1
Besler, Basilius (1561-1629)	   1
Besnier, Henri	   1
Besold, Christoph	   1
Bessarion, NA (1395-1472)	   1
Besse, Jean	   1
Bessel, Antonius	   1
Bessel, Christian Georg (1636-1688)	   1
Bessel, Gottfried (1672-1749)	   1
Besselmeier, Sebastian (16-NA)	   1
Besse, Pierre De (1567-1639)	   1
Besser, Johann Polycarpus	   1
Besson, Jacques	   1
Betbeder, Pierre De	   1
Béthune, Maximilien De	   1
Betti, Francesco	   1
Bettinelli, Saverio (1718-1808)	   1
Betulander, Lars (NA-1743)	   1
Beukelman, Johannes	   1
Beuscher, W.f	   1
Beust, Joachim Ernst Von	   1
Beveridge, William (1637-1708)	   1
Beyer, Andreas (1636-1716)	   1
Beyer, August (1677-1753)	   2
Beyer, Georg	   1
Beyer, George	   1
Beyerlinck, Laurens (1578-1627)	   1
Beyma, Julius Van	   1
Bèze, Théodore De (1519-1605)	   4
Bézout, Étienne (1730-1783)	   1
Biagioli, Niccolò Giosafatte	   1
Biagi, Pietro	   1
Białobrzeski, Marcin (1530-1586)	   1
Biancani, Giuseppe	   1
Bianchi, Gioacchino (1768-NA)	   1
Bianchi, Giovanni Battista (1681-1761)	   1
Bianchini, Giovanni Fortunato (1719-1779)	   1
Biancolini, Giambatista	   1
Biancone, Carlo	   1
Bianconi, Gian Lodovico	   1
Biancour, Charles De	   1
Biarnoy De Merville, Pierre (1740-NA)	   1
Biber, Georg	   1
Biccius, Christian (1646-1706)	   1
Bicheno, J (1831-NA)	   2
Bidder, Karl Johann (1777-1824)	   1
Bidembach, Felix (1564-1612)	   1
Bidembach, Wilhelm	   1
Bidermann, Jakob (1578-1639)	   1
Bidloo, Govard (1649-1713)	   3
Bieck, Johann Friedrich	   1
Biedermann, Johann Gottlieb (1705-1772)	   1
Biederstedt, Diedrich Hermann (1762-1824)	   1
Biel, Gabriel (1410-1495)	   1
Biel, Hieronymus Wigand	   1
Biel, Pet. Chr	   1
Bielski, Marcin (1495-1575)	   1
Bienvenu, Pierre	   1
Bienville, J. D. T. De	   1
Biermann, Georg Heinrich (1812-NA)	   1
Biermann, Martin (1595-NA)	   1
Biessy, Jean-joseph	   1
Biester, Johann Erich (1749-1816)	   1
Biet, René	   1
Bieżanowski, Stanisław Józef (1628-1693)	   1
Bigot De Préameneu, Félix-julien-jean (1747-1825)	   1
Bijnkershoek, Cornelis Van (1673-1743)	   1
Bilderbeck, Christoph Lorenz	   1
Bilderdijk, Willem (1756-1831)	   3
Bilde, Sophie Anders Datter	   1
Bildstein, Leonhard	   1
Bilefeld, Johann Christoph	   1
Biler, Johann Matthias	   1
Billardon De Sauvigny, Louis-edme (1736-1812)	   1
Billet De Fanières, NA	   1
Billich, Anton Günther (1598-1640)	   1
Billington, Thomas (1754-NA)	   1
Billy, NA	   1
Bilmark, Johan (1728-1801)	   1
Biner, Joseph	   1
Binet, Etienne	   1
Bing, A. Herz	   1
Bingham, Caleb (1757-1817)	   1
Binsfeld, Peter	   1
Binterim, Anton Joseph (1779-1855)	   1
Binwald, Christoph	   1
Bioerenklou, Matthias	   1
Biondo, Michelangelo (1497-1565)	   1
Biot, Jean-baptiste (1774-1862)	   1
Biot, Jean Baptiste (1774-1862)	   1
Birago, Francesco	   1
Birch, Andreas	   1
Birch, H. J	   1
Birckerodius, Jan	   1
Biré, Pierre	   1
Birgitta, S	   1
Birken, Sigmund Von	   1
Birkenstock, Johann Melchior Von (1738-1809)	   1
Birnbaum, Johann Von (1763-1832)	   1
Biron, Armand Louis De Gontaut	   1
Bisaccioni, Maiolino	   1
Bischof, Gustav (1792-1870)	   1
Bishop, Abraham (1763-1844)	   1
Bishop, George	   1
Bishop, Henry R (1786-1855)	   1
Bissel, Johannes	   1
Bisse, Thomas (NA-1731)	   1
Bisset, Robert (1759-1805)	   1
Bisterfeld, Johann Heinrich (1605-1655)	   1
Bizzarri, Pietro (1525-1583)	   1
Bizzarri, Pietro (1525-1586)	   1
Bjarni Pálsson, NA (1719-1779)	   1
Björner, Erik Julius	   1
Björnståhl, Jacob Gustaf (1773-1837)	   1
Björnst°ahl, Jacob Jonas (1731-1779)	   1
Black, Joseph (1728-1799)	   1
Blackstone, William	   1
Blackwell, Elizabeth (1700-1758)	   1
Blackwell, Thomas (1701-1757)	   1
Blaeu, Joan	   1
Blair, Hugh (1718-1800)	   1
Blair, Louis Guillaume De	   2
Blair, Robert (1699-1746)	   1
Blake, Henry	   1
Blankaart, Steven (1650-1702)	   1
Blankenburg, Quirinus Gerbrandsz. Van	   1
Blasco De Lanuza, Vincencio	   1
Blaspiel, Werner Wilhem (1615-1681)	   1
Blauw, NA	   1
Blech, Abraham Friedrich (1762-1830)	   1
Bleiswijk, Johan Cornelisz Van	   1
Blesen, Franz Adolph	   1
Blessig, Jean-laurent	   1
Blessi, Manoli	   1
Blin De Sainmore, Adrien-michel-hyacinthe (1733-1807)	   1
Bloch, Marcus Elieser (1723-1799)	   1
Blochwitz, Martin	   1
Blocinger, Matthias	   1
Block, Magnus Gabriel Von (1669-1722)	   1
Blois, Lancelotus À	   1
Blois, Louis De (1506-1566)	   2
Blondel, David (1590-1655)	   1
Blondel, David (1591-1655)	   1
Blondus, Flavius (1392-1463)	   1
Blore, Thomas (1764-1818)	   1
Blount, Thomas (1618-1679)	   1
Blount, Thomas Pope (1649-1697)	   1
Blum, Emanuel	   1
Blumenbach, Johann Friedrich (1752-1840)	   2
Blumenthal, Friedrich	   1
Blum, Joachim Christian (1739-1790)	   1
Bluntschli, Hans Heinrich	   1
Bluteau, Rafael	   1
Boaistuau, Pierre (1517-1566)	   2
Bobbio, Giovanni Domenico	   1
Boccaccio, Giovanni (1313-1375)	   4
Boccace, NA (1313-1375)	   1
Boccalini, Traiano (1556-1613)	   3
Boccapaduli, Antonio	   1
Boccherini, Luigi (1743-1805)	   1
Bocchi, Carlo	   1
Bocer, Heinrich (1561-1630)	   2
Bochart, Samuel (1599-1667)	   1
Bochat, Charles Guillaume Loys De (1695-1753)	   1
Bock, A. H. Von	   1
Bockh, August	   1
Bock, Hieronymus	   1
Böckler, Georg Andreas (1617-1687)	   1
Bocris, Johann Heinrich Jurist	   1
Bodaeus À Stapel, Johannes	   1
Boddaert, Pieter (1766-1805)	   2
Bode, Heinrich Von (1652-1720)	   1
Bode, Johann Elert (1747-1826)	   1
Bode, Johann Joachim Christoph (1731-1793)	   1
Bodenstein, Andreas	   1
Bodin, Heinrich	   1
Bodin, Jean (1529-1596)	   2
Bodmer, Johann Jakob (1698-1783)	   1
Boeckelmann, Johann Friedrich (1633-1681)	   1
Boecler, Johann Heinrich (1611-1672)	   2
Boediker, Johannes	   1
Boehme, Jakob	   1
Boehme, Johann (1485-1535)	   1
Boehmer, Georg Rudolph (1721-NA)	   1
Boerhaave, Herman (1668-1738)	   5
Boethius, Anicius Manlius Severinus	   6
Boethius, Anicius Manlius Torquatus Severinus	   1
Boethius, Christoph	   1
Boethius, NA	   2
Boetticher, Johann Heinrich (1638-1695)	   1
Bogatzky, Carl Heinrich Von	   1
Bögel, Carol. Nering	   1
Bohier, Nicolas (1469-1539)	   1
Bohl, Samuel	   1
Böhm, Andreas	   1
Böhme, Jakob (1575-1624)	   1
Böhme, Jakob Philosoph	   1
Böhme, Johann Gottlob (1717-1780)	   1
Böhmer, Georg Ludwig (1715-1797)	   3
Böhmer, Georg Rudolph (1723-1803)	   1
Böhmer, Johann Samuel Friedrich Von	   1
Böhmer, Just Henning (1674-1749)	   1
Böhmer, Justus Henning (1674-1749)	   4
Bohn, Gottfried Christian	   1
Bohn, Johann (1640-1718)	   2
Bohse, August (1661-1740)	   2
Boiardo, Matteo Maria (NA-1494)	   1
Boiastuau, Pierre	   1
Boieldieu, François Adrien (1775-1834)	   1
Boileau Despréaux, Nicolas (1636-1711)	   3
Boileau, Marie Louis Joseph De	   1
Boinvilliers, Jean-étienne-judith Forestier (1764-1830)	   1
Boisgelin De Cucé, Jean-de-dieu-raimond De (1732-1804)	   1
Boisguilbert, P. Le Pesant De (1646-1714)	   1
Bois-morel, N. De	   1
Boissel De Monville, Thomas-charles-gaston (1763-1832)	   1
Boissier De Sauvages, François	   1
Boissy D'anglas, François-antoine De (1756-1826)	   1
Boissy, Louis De (1694-1758)	   3
Boizard, Jean	   1
Bolingbroke, Henry St. John (1678-1751)	   1
Boll, Franz Christian (1776-1818)	   1
Bollhagen, Laurentius David (1683-1738)	   1
Bollhagen, Lorenz David	   1
Bølling, Petr	   1
Bombast Von Hohenheim, Philipp Aureol Theophrast	   1
Bombino, Paolo (1575-1648)	   1
Bombino, Pietro-paolo	   1
Bonacina, Martino (1585-1631)	   1
Bonaert, Olivier (1570-1654)	   1
Bonafous, D. B	   1
Bonafous, Matthieu	   1
Bona, Giovanni	   1
Bona, Iosef	   1
Bonaparte, Lucien (1775-1840)	   1
Bonaventura, Federico	   1
Bonaventura, NA	   2
Bonaventura, S	   1
Bonaventure, NA	   2
Boncerf, Pierre-françois (1745-1794)	   1
Bonciarius, Marcus Antonius (1555-1616)	   1
Bondeni, Vincenzo (1630-1704)	   1
Bondi, Clemente	   1
Bondioli, Pietro Antonio (1765-1808)	   1
Bonelli, Benedetto	   1
Bonfils, Joseph François	   1
Bongars, Jacques (1554-1612)	   1
Bongo, Pietro	   1
Bönicke, H	   1
Boniface, NA (1235-1303)	   1
Bonifacio, Giovanni	   1
Bonilla, Joseph Zambrano	   1
Bonini, Severo (1582-1663)	   2
Boniotti, Giovanni Maria Ludovico	   1
Bonisev, J T	   1
Bonnaire, Louis De (1679-1752)	   1
Bonnald, François	   1
Bonn, Andreas Coenraad (1783-1809)	   1
Bonnay, Charles-françois De (1750-1825)	   1
Bonne, Rigobert (1727-1794)	   1
Bonnet, Charles (1720-1793)	   2
Bonnet, Louis (1801-1818)	   2
Bonneval, Claude Alexandre De	   1
Bonorden, Johann F	   1
Booker, Luke (1762-1835)	   1
Boom, Henricus	   1
Boon, Cornelis	   1
Boon Mesch, Anton Hendrik Van Der (1804-1874)	   1
Boon Mesch, H.c. Van Der	   1
Booth, Abraham (1734-1806)	   1
Borcholten, Johannes (1535-1593)	   2
Bordelon, Laurent (1653-1730)	   1
Borde, Louis-auguste-d.-louis	   1
Bordenave, Jean De (1626-1648)	   1
Bordes, Arnaud Jacob Theodore De (1805-1864)	   1
Bordini, Francesco (1535-1591)	   1
Borel-deshauchamps, Armand	   1
Borell, Philipp Jakob	   1
Borghi, Pietro (NA-1491)	   1
Borheck, August Christian	   1
Borissow, C. I	   1
Borjon De Scellery, Pierre (1633-1691)	   1
Börne, Ludwig (1786-1837)	   1
Börner, Christian Friedrich	   1
Bornet-léger, Pierre Cyprien	   1
Born, Friedrich Gottlob	   1
Born, Georg Friedrich Von	   1
Bornier, Philippe De	   1
Born, Ignaz Von (1742-1791)	   1
Born, Johann (1600-1660)	   1
Bornschein, Johann Ernst Daniel (1774-1838)	   1
Børretzen, Bernt (1762-1817)	   1
Borrichius, Ol. Olai	   1
Borromaeus, Carolus	   1
Borsa, Sebastiano	   1
Borsieri, Giovanni Battista (1725-1785)	   1
Börtius, Matthias	   1
Bortnjans'kyj, Dmytro S (1751-1825)	   1
Bosch, Bernardus	   1
Böschenstein, Johannes	   1
Bosch, Jan	   1
Bosco, Francesco Dal (1564-1640)	   1
Boscovich, Ruggiero Giuseppe (1711-1787)	   1
Bose, Caspar	   1
Bose, Johann Andreas (1626-1674)	   1
Bošković, Ruđer Josip (1711-1787)	   1
Bosquier, Philippe	   1
Bosquillon, Edouard Francois Marie (1744-1816)	   1
Bossi, Giuseppe Aureliano Carlo (1758-1823)	   1
Bosso, Egidio	   1
Bossuet, Jacques Benigne	   1
Bossuet, Jacques Bénigne (1627-1704)	   9
Bossut, Charles (1730-1814)	   1
Boswell, James	   1
Bosworth, Benjamin	   1
Botero, Giovanni (1540-1617)	   6
Botta, Carlo (1766-1837)	   2
Bottazzoni, Pier Francesco	   1
Böttcher, Johann Friedrich!         !böttcher	   1
Bötticher, Nikolaus	   1
Böttiger, Carl August (1760-1835)	   1
Böttiger, Johann	   1
Böttiger, Karl August (1760-1835)	   2
Böttiger, Karl Wilhelm (1790-1862)	   1
Bottioni, Luigi	   1
Boturini Benaduci, Lorenzo (1702-1748)	   1
Botvidi, Johannes (NA-1635)	   3
Boucat, Antoine	   1
Boucher D'argis, André-jean (1751-1794)	   1
Bouchereau, Samuel	   1
Boucher, Jean (1548-1644)	   1
Boudot, J	   1
Boudot, Jean (1651-1706)	   2
Bouhier, Jean	   1
Bouhours, Dominique (1628-1702)	   1
Bouillon, All. Car	   1
Bouilly, Jean-nicolas (1763-1842)	   1
Boulenger, Jean	   1
Boulet, Abbé	   1
Boullé, NA	   1
Boulliau, Ismaël (1605-1691)	   1
Boullier, David-renaud (1699-1759)	   1
Bouman Boddens, Janus	   1
Bourbon, Charles De	   1
Bourbon, Jacques	   1
Bourcet, Pierre Joseph De	   1
Bourdaloue, Louis (1632-1704)	   4
Bourdaloux, Louis	   1
Bourdé De La Villehuet, J.-p (1732-1789)	   1
Bourdelot, Pierre	   1
Bourg, Edme-théodore (1785-1852)	   1
Bourges, Jacques De (1630-1714)	   1
Bourgoing, Paul Charles Amable De (1791-1864)	   1
Bouricius, Hector	   1
Bourignon, Antoinette (1616-1680)	   3
Bourlet De Vauxcelles, Simon-jérôme (1733-1802)	   1
Bourlin, Antoine-jean (1752-1828)	   1
Bourne, William (1583-NA)	   1
Bournon, Jacques Louis (1751-1825)	   1
Bournon-malarme, Charlotte (1753-1830)	   1
Boursault, Edme (1638-1701)	   1
Bourscheid, Johann W. Von (1792-NA)	   1
Boursier, Laurent-françois (1679-1749)	   1
Bouteroue, Claude (1610-1675)	   1
Boutet De Monvel, Jacques-marie (1745-1812)	   2
Boutrays, Raoul	   1
Bouvier, André Marie Joseph	   1
Bovio, Carlo (1614-1705)	   2
Bowen, Emanuel (NA-1767)	   1
Bowles, Oliver	   1
Boxhorn, Marcus Zuerius Van	   1
Boyce, William (1711-1779)	   1
Boyer, Pierre Denis	   1
Boyle, Robert (1627-1691)	   6
Boyneburg, Johann Christian Von (1622-1672)	   1
Boys, James	   1
Boyveau-laffecteur, Pierre (1750-1812)	   1
Bozio, Tommaso (1548-1610)	   1
Braam, Pieter Van (1740-1817)	   1
Braccesco, Sopranzo	   1
Bracciolini, Francesco (1566-1645)	   1
Brachet, Jean L (1789-1858)	   1
Bradbury, Thomas	   1
Bradford, Alden (1765-1843)	   1
Bradley, Richard (1688-1732)	   1
Brahe, Magnus Fredric (1756-1826)	   1
Brahe, Thycho	   1
Brahe, Tycho (1546-1601)	   3
Brakonier-de Wilde, Catharina	   1
Brambilla, Gian Alessandro	   1
Bramhall, John (1594-1663)	   1
Brancaleoni, Cesare Latino	   1
Brandes, Johann Christian (1735-1799)	   1
Brande, William Thomas (1788-1866)	   1
Brandmyllerus, Jacobus	   1
Brandt, Geeraerdt	   1
Brandtlicht, Berent	   1
Brantenberg, Johan Henrik (1756-1814)	   1
Brant, Sebastian	   1
Brasavola, A. M (1500-1555)	   1
Braumiller, Johannes (1681-1693)	   1
Braun, Christoph (1642-NA)	   1
Braune, Carl Gustav	   1
Brauner, Evermodus	   1
Braun, Johannes (1628-1708)	   1
Braun, Konrad (1491-1563)	   2
Braun, Nicolas (17-NA)	   1
Braun, Nicolaus (1558-1639)	   1
Braun, Philipp (1654-1735)	   1
Brauser, Wolfgang	   1
Brazier, Nicolas (1783-1838)	   2
Brederode, Pieter Cornelis Van (15-NA)	   2
Brehm, Johann Rudolf (1650-1730)	   1
Breidenbach, H. Von	   1
Breidenstein, Johann Philipp	   1
Breiger, Jacob	   1
Breitenbach, Johann Von (1509-NA)	   1
Breithaupt, Christian	   1
Brémond, Gabriel De	   1
Brendel, Johann Caspar	   1
Brendel, Johann Gottfried (1712-1758)	   1
Brenz, Johannes (1498-1570)	   1
Brenz, Johannes (1499-1570)	   3
Brenz, Johannes D.ä	   2
Breschet, Gilbert (1784-1845)	   1
Bressiani, Giuseppe	   1
Bressieu, Maurice	   1
Bret, Antoine (1717-1792)	   2
Bretón De Los Herreros, Manuel	   1
Bretonneau, Guy	   1
Bretonneau, Pierre-fidèle (1778-1862)	   1
Bretschneider, Karl Gottlieb (1776-1848)	   1
Brettschneider, Johannes D.ä	   1
Bretzner, Christoph Friedrich (1748-1807)	   1
Breuning, Christian Heinrich (1719-1780)	   2
Bréval, NA (NA-1707)	   1
Brézé, Argentero De	   1
Brichi, Pietro (16-NA)	   1
Bridel-brideri, Samuel Elisee De Baron (1761-1828)	   1
Brigaud, NA	   1
Briggs, Henry (1561-1630)	   1
Bright, George	   1
Brightly, Richard	   1
Brightman, Thomas (1562-1607)	   1
Bring, Ebbe Sam (1785-1855)	   1
Bring, Sven	   1
Brinkmann, Rudolf	   1
Brīnk, Tīmofeī	   1
Brioys, Claude	   1
Brisseau De Mirbel, Charles François (1776-1854)	   1
Brisson, Barnabé (1531-1591)	   1
Brisson, Mathurin-jacques	   1
British Traveller, NA	   1
Britti, Paolo	   1
Brocchi, Giambattista (1772-1826)	   1
Brochowski, A (NA-1659)	   1
Brockes, Barthold Heinrich (1680-1747)	   1
Broekhuizen, Johan Van	   1
Brokesby, Francis (1637-1714)	   1
Brokes, Heinrich	   1
Brömel, Christian Heinrich (1662-1737)	   1
Bromley, Thomas (1629-1691)	   1
Bronckhorst, Nicolaas Adriaan Van	   1
